id,question_type,question_text,subject,grade,grade_level,region,topic,subtopic,learning_objective,blooms_level,difficulty_level,difficulty_rating,options,explanation,generation_metadata,created_at,updated_at,rownumber,summary
70445,drag_drop,A book strip is divided into 6 equal parts. Sort the cards that correctly show 2 ÷ 1/6.,math,,grade 5,global,Fraction Arithmetic,Dividing Fractions,Students can represent and solve fraction division using diagrams,remember,easy,1.0,[],"2 wholes are 12 sixths, so 2 ÷ 1/6 = 12. Cards for 2 wholes and 12 sixths are correct.","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""2 wholes""},{""id"":""item_2"",""label"":""12 sixths""},{""id"":""item_3"",""label"":""6 sixths""},{""id"":""item_4"",""label"":""10 sixths""}],""labels"":{""end"":null,""start"":null,""instruction"":""Sort by the matching rule.""},""targets"":[{""id"":""target_1"",""label"":""Correct for 2 ÷ 1/6""},{""id"":""target_2"",""label"":""Not correct for 2 ÷ 1/6""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_1""},{""itemId"":""item_3"",""targetId"":""target_2""},{""itemId"":""item_4"",""targetId"":""target_2""}]}",2026-05-21T11:01:54.992Z,2026-05-21T11:01:55.173Z,882,drag_drop for Fraction Arithmetic
69929,drag_drop,"Sort these playground cards into the correct boxes: does the calculation need regrouping, or does it not need regrouping?",math,,grade 5,global,Fraction Arithmetic,Adding & Subtracting Unlike Fractions,Students can add and subtract mixed numbers with unlike denominators,analyze,medium,3.0,[],"Regrouping is needed when the fraction part in subtraction is too small, or when the fraction parts in addition make 1 or more. 4 1/3 - 2 5/6 needs regrouping, 2 3/4 + 1 2/3 needs regrouping, 5 5/6 - 3 1/2 does not need regrouping, and 1 1/4 + 2 1/8 does not need regrouping.","{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""pencil: 4 1/3 - 2 5/6""},{""id"":""item_2"",""label"":""book: 5 5/6 - 3 1/2""},{""id"":""item_3"",""label"":""bag: 2 3/4 + 1 2/3""},{""id"":""item_4"",""label"":""crayon: 1 1/4 + 2 1/8""}],""labels"":{""end"":null,""start"":null,""instruction"":""Decide whether each mixed-number calculation needs regrouping.""},""targets"":[{""id"":""target_1"",""label"":""Needs regrouping""},{""id"":""target_2"",""label"":""Does not need regrouping""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_1""},{""itemId"":""item_4"",""targetId"":""target_2""}]}",2026-05-21T11:01:45.353Z,2026-05-21T11:01:45.497Z,883,drag_drop for Fraction Arithmetic
70457,drag_drop,"A bar model shows 1 1/4 split into fourths, then grouped by 1/2. Put the cards in order to show the method for 1 1/4 ÷ 1/2.",math,,grade 5,global,Fraction Arithmetic,Dividing Fractions,Students can represent and solve fraction division using diagrams,analyze,hard,4.0,[],"1 1/4 = 5/4. A half is 2/4, so the question becomes how many 2/4 groups fit into 5/4. That is 2 full groups with 1/4 left, so the answer is 2 1/2.","{""mode"":""order"",""items"":[{""id"":""item_1"",""label"":""1 1/4 ÷ 1/2""},{""id"":""item_2"",""label"":""5/4 ÷ 2/4""},{""id"":""item_3"",""label"":""5 fourths split into half-size groups""},{""id"":""item_4"",""label"":""2 1/2""}],""labels"":{""end"":""Finish"",""start"":""Start"",""instruction"":""Arrange the cards to match the diagram steps.""},""targets"":[{""id"":""target_1"",""label"":""First""},{""id"":""target_2"",""label"":""Next""},{""id"":""target_3"",""label"":""Then""},{""id"":""target_4"",""label"":""Answer""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_3""},{""itemId"":""item_4"",""targetId"":""target_4""}]}",2026-05-21T11:01:55.375Z,2026-05-21T11:01:55.570Z,884,drag_drop for Fraction Arithmetic
70459,drag_drop,"At the fruit market, a strip diagram for 2/3 ÷ 1/6 is shown. Put the cards in order from the division expression to the final number of groups.",math,,grade 5,global,Fraction Arithmetic,Dividing Fractions,Students can represent and solve fraction division using diagrams,analyze,hard,4.0,[],"Rename 2/3 as 4/6. Then count how many 1/6 groups fit into 4/6. That gives 4 groups, so the order is expression, equivalent fraction in sixths, count of sixths, answer.","{""mode"":""order"",""items"":[{""id"":""item_1"",""label"":""2/3 ÷ 1/6""},{""id"":""item_2"",""label"":""4/6 ÷ 1/6""},{""id"":""item_3"",""label"":""4 groups of 1/6""},{""id"":""item_4"",""label"":""4""}],""labels"":{""end"":""Last"",""start"":""First"",""instruction"":""Drag the cards into the order that matches the diagram reasoning.""},""targets"":[{""id"":""target_1"",""label"":""Step 1""},{""id"":""target_2"",""label"":""Step 2""},{""id"":""target_3"",""label"":""Step 3""},{""id"":""target_4"",""label"":""Step 4""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_3""},{""itemId"":""item_4"",""targetId"":""target_4""}]}",2026-05-21T11:01:55.376Z,2026-05-21T11:01:55.569Z,885,drag_drop for Fraction Arithmetic
20019,mcq,Select the true statement about 2.35 + 0.4.,math,,grade 5,global,Decimal Arithmetic,Adding & Subtracting Decimals,Students can align decimal points and apply standard algorithm,understand,easy,1.0,"[{""text"":""2.35 + 0.4 = 2.75"",""correct"":true},{""text"":""2.35 + 0.4 = 2.39"",""correct"":false},{""text"":""2.35 + 0.4 = 6.35"",""correct"":false},{""text"":""2.35 + 0.4 = 2.44"",""correct"":false}]",Write 0.4 as 0.40. Then 2.35 + 0.40 = 2.75. The other options show misaligned place values.,"{""focus"":""add decimals with different places"",""grade"":5,""topic"":""Decimal Arithmetic"",""subject"":""Maths"",""subtopic"":""Adding & Subtracting Decimals"",""questionType"":""mcq"",""questionNumber"":""Q32"",""learning_objective"":""Students can align decimal points and apply standard algorithm""}",2026-05-21T10:42:21.600Z,2026-05-21T10:42:21.667Z,886,mcq for Decimal Arithmetic
24740,mcq,Compare the two results and choose the true one for 0.9 × 0.9.,math,,grade 5,global,Decimal Arithmetic,Multiplying & Dividing Decimals,Students can multiply decimals by whole numbers and other decimals,analyze,easy,1.0,"[{""text"":""0.9 × 0.9 = 0.81"",""correct"":true},{""text"":""0.9 × 0.9 = 8.1"",""correct"":false},{""text"":""0.9 × 0.9 = 0.18"",""correct"":false},{""text"":""0.9 × 0.9 = 1.8"",""correct"":false}]","9 tenths × 9 tenths = 81 hundredths, or 0.81. The other choices have incorrect place value or use addition-like thinking.","{""focus"":""multiplication"",""grade"":5,""topic"":""Decimal Arithmetic"",""subject"":""Maths"",""subtopic"":""Multiplying & Dividing Decimals"",""questionType"":""mcq"",""questionNumber"":""Q29"",""learning_objective"":""Students can multiply decimals by whole numbers and other decimals""}",2026-05-21T10:47:57.729Z,2026-05-21T10:47:57.905Z,887,mcq for Decimal Arithmetic
21477,mcq,A shop sold 2.345 kg of apples in the morning and 3.210 kg later. Choose the total mass sold.,math,,grade 5,global,Decimal Arithmetic,Adding & Subtracting Decimals,Students can add and subtract decimals up to three decimal places,apply,easy,1.0,"[{""text"":""5.555 kg"",""correct"":true},{""text"":""5.455 kg"",""correct"":false},{""text"":""6.555 kg"",""correct"":false},{""text"":""5.505 kg"",""correct"":false}]",Add the masses: 2.345 + 3.210 = 5.555 kg. The other options are miscalculations.,"{""focus"":""addition"",""grade"":5,""topic"":""Decimal Arithmetic"",""subject"":""Maths"",""subtopic"":""Adding & Subtracting Decimals"",""questionType"":""mcq"",""questionNumber"":""Q49"",""learning_objective"":""Students can add and subtract decimals up to three decimal places""}",2026-05-21T10:46:53.190Z,2026-05-21T10:46:53.339Z,888,mcq for Decimal Arithmetic
21630,mcq,A class collected 6.919 kg of paper on Monday and 1.081 kg on Tuesday. How much paper did they collect altogether?,math,,grade 5,global,Decimal Arithmetic,Adding & Subtracting Decimals,Students can add and subtract decimals up to three decimal places,apply,medium,2.0,"[{""text"":""8.000 kg"",""correct"":true},{""text"":""7.900 kg"",""correct"":false},{""text"":""8.100 kg"",""correct"":false},{""text"":""7.000 kg"",""correct"":false}]",Add the amounts collected: 6.919 + 1.081 = 8.000. So the class collected 8.000 kg altogether. The other answer choices do not match the sum.,"{""focus"":""addition"",""grade"":5,""topic"":""Decimal Arithmetic"",""subject"":""Maths"",""subtopic"":""Adding & Subtracting Decimals"",""questionType"":""mcq"",""questionNumber"":""Q210"",""learning_objective"":""Students can add and subtract decimals up to three decimal places""}",2026-05-21T10:46:56.313Z,2026-05-21T10:46:56.475Z,889,mcq for Decimal Arithmetic
47077,mcq,Look at the subtraction 6.600 - 2.347 = 4.353 shown on a poster. Decide how it should be judged.,math,,grade 5,global,Decimal Arithmetic,Adding & Subtracting Decimals,Students can add and subtract decimals up to three decimal places,analyze,medium,3.0,"[{""text"":""It is incorrect; the correct difference is 4.253."",""correct"":true},{""text"":""It is correct."",""correct"":false},{""text"":""It is incorrect; the correct difference is 3.253."",""correct"":false},{""text"":""It is incorrect; the correct difference is 4.163."",""correct"":false}]","6.600 - 2.347 = 4.253. The poster answer is too high by 0.100, likely from a regrouping error.","{""focus"":""subtraction"",""grade"":5,""topic"":""Decimal Arithmetic"",""subject"":""Maths"",""subtopic"":""Adding & Subtracting Decimals"",""questionType"":""mcq"",""questionNumber"":""Q203"",""learning_objective"":""Students can add and subtract decimals up to three decimal places""}",2026-05-21T10:54:44.189Z,2026-05-21T10:54:44.346Z,890,mcq for Decimal Arithmetic
21659,mcq,"A machine fills three bottles with 1.275 L, 0.908 L, and 0.817 L of juice. The machine report says the total is 2.990 L. Pick the best reasoned answer.",math,,grade 5,global,Decimal Arithmetic,Adding & Subtracting Decimals,Students can add and subtract decimals up to three decimal places,analyze,hard,4.0,"[{""text"":""The report is correct because 1.275 + 0.908 + 0.817 = 2.990"",""correct"":false},{""text"":""The report is too low by 0.010 L because the total is 3.000 L"",""correct"":true},{""text"":""The report is too high by 0.100 L because the total is 2.890 L"",""correct"":false},{""text"":""The report is correct only if the last two amounts are added first"",""correct"":false}]","Add step by step: 1.275 + 0.908 = 2.183, and 2.183 + 0.817 = 3.000. So 2.990 is too low by 0.010. A common error is missing the extra thousandths regrouping and getting 2.990.","{""focus"":""addition"",""grade"":5,""topic"":""Decimal Arithmetic"",""subject"":""Maths"",""subtopic"":""Adding & Subtracting Decimals"",""questionType"":""mcq"",""questionNumber"":""Q242"",""learning_objective"":""Students can add and subtract decimals up to three decimal places""}",2026-05-21T10:46:56.881Z,2026-05-21T10:46:56.966Z,891,mcq for Decimal Arithmetic
48920,mcq,A science tray uses 0.27 liters of liquid for each sample set. There are 6.4 sample sets. A calculation gives 17.28 L because 27 × 64 = 1728. Which choice correctly evaluates that answer?,math,,grade 5,global,Decimal Arithmetic,Multiplying & Dividing Decimals,Students can multiply decimals by whole numbers and other decimals,analyze,hard,4.0,"[{""text"":""The calculation is incorrect. The total is 1.728 L because 0.27 × 6.4 has 3 decimal places altogether, and the estimate 0.3 × 6 is about 1.8 supports this"",""correct"":true},{""text"":""The calculation is correct because multiplying by 6.4 should always make the answer greater than 10"",""correct"":false},{""text"":""The calculation is incorrect. The total is 0.1728 L because both factors have decimals, so the answer must be less than 0.27"",""correct"":false},{""text"":""The calculation is incorrect. The total is 6.67 L because 0.27 + 6.4 = 6.67"",""correct"":false}]","Multiply 0.27 × 6.4 by first doing 27 × 64 = 1728. There are 3 decimal places altogether, so the product is 1.728 L. An estimate also helps: 0.27 is close to 0.3 and 6.4 is close to 6, and 0.3 × 6 = 1.8, so the answer should be around 2 liters, not 17.28 liters. 0.1728 L is too small, and 6.67 L comes from adding instead of multiplying.","{""focus"":""multiplication"",""grade"":5,""topic"":""Decimal Arithmetic"",""subject"":""Maths"",""subtopic"":""Multiplying & Dividing Decimals"",""questionType"":""mcq"",""questionNumber"":""Q234"",""learning_objective"":""Students can multiply decimals by whole numbers and other decimals""}",2026-05-21T10:55:16.910Z,2026-05-21T10:55:17.013Z,892,mcq for Decimal Arithmetic
69997,fitb,"A zoo path is 7.6 m long. If 3.25 m is painted, the length left to paint is ____ m.",math,,grade 5,global,Decimal Arithmetic,Adding & Subtracting Decimals,Students can align decimal points and apply standard algorithm,apply,easy,2.0,[],Write 7.6 as 7.60 and subtract: 7.60 - 3.25 = 4.35.,"{""hint"":""Add a zero to 7.6 before subtracting."",""answer"":""4.35"",""caseSensitive"":false,""acceptableAnswers"":[""4.35""]}",2026-05-21T11:01:46.746Z,2026-05-21T11:01:46.969Z,893,fitb for Decimal Arithmetic
70002,fitb,A toy chest is 7.4 kg full and 2.58 kg empty. The toys weigh ____ kg.,math,,grade 5,global,Decimal Arithmetic,Adding & Subtracting Decimals,Students can align decimal points and apply standard algorithm,apply,medium,3.0,[],"Write 7.4 as 7.40, then subtract: 7.40 - 2.58 = 4.82.","{""hint"":""Subtract empty mass from full mass."",""answer"":""4.82"",""caseSensitive"":false,""acceptableAnswers"":[""4.82""]}",2026-05-21T11:01:46.805Z,2026-05-21T11:01:47.036Z,894,fitb for Decimal Arithmetic
70333,fitb,"At a fruit market, 18.9 kg of apples are packed equally into 7 crates. Each crate holds ____ kg of apples.",math,,grade 5,global,Decimal Arithmetic,Multiplying & Dividing Decimals,Students can divide decimals by whole numbers and interpret the result,apply,medium,3.0,[],"18.9 ÷ 7 = 2.7, so each crate holds 2.7 kg.","{""hint"":""Think of 189 tenths divided by 7."",""answer"":""2.7"",""caseSensitive"":false,""acceptableAnswers"":[""2.7""]}",2026-05-21T11:01:52.699Z,2026-05-21T11:01:52.918Z,895,fitb for Decimal Arithmetic
70118,fitb,"A market stall sold 2.675 kg, 1.208 kg, and 3.917 kg of fruit in three sales. The total sold was ____ kg.",math,,grade 5,global,Decimal Arithmetic,Adding & Subtracting Decimals,Students can add and subtract decimals up to three decimal places,apply,hard,5.0,[],Add the first two sales: 2.675 + 1.208 = 3.883. Then add the third: 3.883 + 3.917 = 7.800.,"{""hint"":""Add in two steps and keep the decimal points lined up."",""answer"":""7.800"",""caseSensitive"":false,""acceptableAnswers"":[""7.800"",""7.8""]}",2026-05-21T11:01:49.179Z,2026-05-21T11:01:49.379Z,896,fitb for Decimal Arithmetic
65666,drag_drop,"On the treasure map, sort the cards by whether the product is less than 2 or greater than 2.",math,,grade 5,global,Decimal Arithmetic,Multiplying & Dividing Decimals,Students can multiply decimals by whole numbers and other decimals,understand,easy,1.0,[],0.4×3=1.2 and 0.8×2=1.6 are less than 2. 1.1×2=2.2 and 0.9×3=2.7 are greater than 2.,"{""mode"":""classify"",""items"":[{""id"":""item_1"",""label"":""0.4 × 3""},{""id"":""item_2"",""label"":""1.1 × 2""},{""id"":""item_3"",""label"":""0.8 × 2""},{""id"":""item_4"",""label"":""0.9 × 3""}],""labels"":{""end"":null,""start"":null,""instruction"":""Sort by the size of the product.""},""targets"":[{""id"":""target_1"",""label"":""Product less than 2""},{""id"":""target_2"",""label"":""Product greater than 2""}],""answerKey"":[{""itemId"":""item_1"",""targetId"":""target_1""},{""itemId"":""item_2"",""targetId"":""target_2""},{""itemId"":""item_3"",""targetId"":""target_1""},{""itemId"":""item_4"",""targetId"":""target_2""}]}",2026-05-21T11:00:23.830Z,2026-05-21T11:00:23.938Z,897,drag_drop for Decimal Arithmetic
